name,ID,ALIGN,SEX,ALIVE,Universe
Andrea Martinez (New Earth),Public Identity,Good,Male,Living,DC
Andrew McFee (New Earth),Secret Identity,Bad,Male,Deceased,DC
Ariadne of the Blue Guard (New Earth),Identity Unknown,Good,Female,Deceased,DC
AWOL (New Earth),Secret Identity,Bad,Male,Living,DC
Bloodhound (New Earth),Identity Unknown,Bad,Male,Living,DC
David Mancini (New Earth),Secret Identity,Bad,Male,Deceased,DC
Deathgrip (New Earth),Identity Unknown,Bad,Male,Living,DC
Dell Merriwether (New Earth),Identity Unknown,Bad,Male,Deceased,DC
Donald Sullivan (New Earth),Public Identity,Bad,Male,Deceased,DC
Earl Povich (New Earth),Identity Unknown,Bad,Male,Living,DC
Fangg (Post-Zero Hour),Identity Unknown,Bad,Male,Living,DC
Franklin Pierce (New Earth),Identity Unknown,Good,Male,Living,DC
Hannibal Hawk (New Earth),Public Identity,Good,Male,Living,DC
Hathak (New Earth),Public Identity,Bad,Male,Deceased,DC
Hector Ramirez (New Earth),Secret Identity,Good,Male,Deceased,DC
Hoppy (New Earth),Secret Identity,Good,Male,Living,DC
Inkling (New Earth),Identity Unknown,Bad,Male,Living,DC
Isaac Fisher (New Earth),Public Identity,Bad,Male,Living,DC
Jimmy Murphy (New Earth),Public Identity,Bad,Male,Deceased,DC
Kevin Kelly (New Earth),Public Identity,Bad,Male,Deceased,DC
Luca Mareli (New Earth),Public Identity,Bad,Male,Deceased,DC
Mickey Sullivan (New Earth),Public Identity,Bad,Male,Deceased,DC
Millie (New Earth),Public Identity,Good,Female,Living,DC
Mister Finish (New Earth),Secret Identity,Bad,Male,Living,DC
Mister Frost (New Earth),Identity Unknown,Bad,Male,Living,DC
Nikolai Karpov (New Earth),Identity Unknown,Bad,Male,Living,DC
Ohiyesa II (New Earth),Public Identity,Good,Male,Living,DC
Output (New Earth),Identity Unknown,Bad,Male,Living,DC
Override (New Earth),Identity Unknown,Bad,Male,Living,DC
Peter Ostine (New Earth),Identity Unknown,Bad,Male,Deceased,DC
Rockslide (Post-Zero Hour),Identity Unknown,Bad,Male,Living,DC
Scareware (New Earth),Identity Unknown,Bad,Male,Living,DC
Sergeant Mack (New Earth),Identity Unknown,Good,Male,Living,DC
Silas Kent (New Earth),Public Identity,Good,Male,Deceased,DC
Tattoo II (New Earth),Identity Unknown,Bad,Female,Living,DC
Topkick (New Earth),Identity Unknown,Bad,Male,Living,DC
Twilight II (New Earth),Secret Identity,Bad,Female,Living,DC
Vincent Falcone (New Earth),Public Identity,Bad,Male,Living,DC
Ace of Clubs (Arcana) (New Earth),Secret Identity,Bad,Male,Deceased,DC
Ace of Diamonds (Arcana) (New Earth),Secret Identity,Bad,Male,Deceased,DC
Ace of Hearts (Arcana) (New Earth),Secret Identity,Bad,Female,Deceased,DC
Arashi Ohashi (New Earth),Secret Identity,Good,Female,Living,DC
Bloodtype (New Earth),Secret Identity,Bad,Male,Deceased,DC
Cockatoo (New Earth),Identity Unknown,Bad,Female,Deceased,DC
Curtis Falconer (New Earth),Identity Unknown,Bad,Male,Deceased,DC
Darkstorm (New Earth),Identity Unknown,Bad,Male,Deceased,DC
Eckstein (New Earth),Identity Unknown,Bad,Male,Living,DC
Fong (New Earth),Public Identity,Bad,Male,Deceased,DC
Ironbolt (New Earth),Secret Identity,Bad,Male,Deceased,DC
Karrion (New Earth),Identity Unknown,Bad,Male,Living,DC
Mindy Falconer (New Earth),Public Identity,Bad,Female,Deceased,DC
Mink (New Earth),Secret Identity,Bad,Male,Deceased,DC
Myst (New Earth),Secret Identity,Good,Female,Living,DC
Panzer (New Earth),Secret Identity,Bad,Male,Deceased,DC
Phillipe Mouton (New Earth),Public Identity,Bad,Male,Living,DC
Poltergeist (New Earth),Identity Unknown,Bad,Male,Living,DC
Richard Daniel (New Earth),Public Identity,Bad,Male,Deceased,DC
Richard Dunston (New Earth),Identity Unknown,Bad,Male,Deceased,DC
Tarant (New Earth),Public Identity,Good,Male,Living,DC
Wallace Johnson (New Earth),Identity Unknown,Good,Male,Living,DC
Wardog (New Earth),Secret Identity,Bad,Male,Living,DC
Abner Girdler (New Earth),Public Identity,Bad,Male,Living,DC
Ace of Spades (Arcana) (New Earth),Secret Identity,Bad,Male,Deceased,DC
Adrian Wentworth (New Earth),Secret Identity,Bad,Male,Living,DC
Chillblaine III (New Earth),Secret Identity,Bad,Male,Living,DC
Clay Irons (New Earth),Secret Identity,Good,Male,Living,DC
Doctor Spectron (New Earth),Secret Identity,Bad,Male,Living,DC
Duality (New Earth),Public Identity,Bad,Male,Living,DC
Firebomb (New Earth),Identity Unknown,Bad,Male,Living,DC
Gaia (New Earth),Identity Unknown,Good,Female,Living,DC
Herbert Johnson (New Earth),Identity Unknown,Bad,Male,Living,DC
Indigo (New Earth),Secret Identity,Good,Male,Living,DC
Killrok (New Earth),Secret Identity,Bad,Male,Living,DC
Lighter Man (New Earth),Secret Identity,Bad,Male,Deceased,DC
Master Mayhem (New Earth),Identity Unknown,Bad,Male,Deceased,DC
Miles Duncan (New Earth),Secret Identity,Good,Male,Living,DC
Mountain Man (New Earth),Identity Unknown,Bad,Male,Living,DC
Mourn (New Earth),Identity Unknown,Bad,Male,Living,DC
Percival Pill (New Earth),Public Identity,Good,Male,Living,DC
Pierce I (New Earth),Secret Identity,Bad,Female,Living,DC
Piton I (New Earth),Identity Unknown,Bad,Female,Living,DC
Prince Inferno (New Earth),Identity Unknown,Bad,Male,Living,DC
Steven Kernahan (New Earth),Identity Unknown,Bad,Male,Deceased,DC
Backstabber (New Earth),Secret Identity,Bad,Male,Living,DC
Blowout (New Earth),Secret Identity,Bad,Male,Deceased,DC
Braka (New Earth),Identity Unknown,Good,Female,Living,DC
Chillblaine II (New Earth),Secret Identity,Bad,Male,Living,DC
Daniel Paoulo (New Earth),Secret Identity,Bad,Male,Deceased,DC
Druu (New Earth),Public Identity,Good,Male,Living,DC
Firepower (New Earth),Identity Unknown,Bad,Male,Living,DC
Freelance (New Earth),Identity Unknown,Bad,Male,Living,DC
Helen (New Earth),Identity Unknown,Good,Female,Living,DC
Hotspot (New Earth),Secret Identity,Bad,Female,Living,DC
Jocasta of Themyscira (New Earth),Identity Unknown,Good,Female,Living,DC
Kkrudd (New Earth),Identity Unknown,Bad,Male,Deceased,DC
Lartys (New Earth),Identity Unknown,Good,Female,Living,DC
Mala of Bana-Mighdall (New Earth),Identity Unknown,Good,Female,Living,DC
Mark Armstrong (New Earth),Identity Unknown,Good,Male,Living,DC
Mary Harper (New Earth),Public Identity,Good,Female,Deceased,DC
Merritz (New Earth),Public Identity,Bad,Male,Deceased,DC
Nera (New Earth),Identity Unknown,Good,Unknown,Living,DC
Ohm (New Earth),Secret Identity,Bad,Male,Living,DC
Patrice (New Earth),Identity Unknown,Good,Female,Living,DC
Penelope II (New Earth),Identity Unknown,Good,Female,Living,DC
Phantom Barber (New Earth),Identity Unknown,Bad,Male,Living,DC
Plasma (New Earth),Identity Unknown,Bad,Male,Living,DC
Quake (New Earth),Secret Identity,Bad,Male,Living,DC
Salvo (New Earth),Identity Unknown,Bad,Male,Living,DC
Shellgame (New Earth),Secret Identity,Bad,Female,Living,DC
Stiletta (New Earth),Secret Identity,Bad,Female,Living,DC
Trigona (New Earth),Identity Unknown,Good,Female,Living,DC
Wildman (New Earth),Secret Identity,Bad,Male,Living,DC
Billy the Girl (New Earth),Identity Unknown,Good,Female,Living,DC
Bloodthirst (New Earth),Secret Identity,Bad,Male,Living,DC
Bludhound (New Earth),Public Identity,Bad,Male,Deceased,DC
Chumpp (New Earth),Identity Unknown,Bad,Male,Deceased,DC
Codpiece (New Earth),Secret Identity,Bad,Male,Living,DC
Epernix (New Earth),Public Identity,Good,Male,Deceased,DC
Galaxa (New Earth),Identity Unknown,Bad,Female,Living,DC
Hardknox (New Earth),Secret Identity,Bad,Male,Living,DC
Janissary (New Earth),Identity Unknown,Bad,Male,Living,DC
Jesus Valdez (New Earth),Public Identity,Bad,Male,Deceased,DC
Luke Hames (New Earth),Identity Unknown,Good,Male,Living,DC
Marauder I (New Earth),Secret Identity,Bad,Female,Deceased,DC
Michael Wasco (New Earth),Secret Identity,Good,Male,Deceased,DC
Perry Dennison (New Earth),Secret Identity,Bad,Male,Living,DC
Rayyana (New Earth),Public Identity,Good,Female,Deceased,DC
Robert Heavington Dubelz (New Earth),Identity Unknown,Bad,Male,Deceased,DC
Selaya (New Earth),Identity Unknown,Good,Female,Deceased,DC
Timothy Miller (New Earth),Identity Unknown,Bad,Male,Living,DC
Tuprolix (New Earth),Public Identity,Good,Male,Deceased,DC
Aaron Babcock (New Earth),Public Identity,Bad,Male,Deceased,DC
Archibald Tipple (New Earth),Identity Unknown,Bad,Male,Living,DC
Chillblaine I (New Earth),Secret Identity,Bad,Male,Deceased,DC
Darthartheen (New Earth),Secret Identity,Bad,Female,Living,DC
Dawlakispokpok (New Earth),Public Identity,Bad,Male,Deceased,DC
Five of Diamonds I (New Earth),Identity Unknown,Bad,Male,Living,DC
Four of Spades II (New Earth),Identity Unknown,Bad,Male,Living,DC
Jon Kennedy Payne (New Earth),Public Identity,Bad,Male,Deceased,DC
Nicodemus (New Earth),Secret Identity,Bad,Male,Deceased,DC
Norman the Doorman (New Earth),Public Identity,Good,Male,Living,DC
Phyllis Baker (New Earth),Public Identity,Good,Female,Living,DC
Rook (New Earth),Secret Identity,Bad,Female,Living,DC
Rott (New Earth),Public Identity,Bad,Male,Living,DC
Sonarr (New Earth),Secret Identity,Good,Male,Living,DC
Stanislaus Johns (New Earth),Identity Unknown,Bad,Male,Living,DC
Stinkbug (New Earth),Secret Identity,Good,Male,Living,DC
Three of Hearts I (New Earth),Identity Unknown,Bad,Male,Living,DC
Three of Spades II (New Earth),Identity Unknown,Bad,Male,Living,DC
Thwarcharchura (New Earth),Public Identity,Bad,Female,Living,DC
Zifor (New Earth),Public Identity,Good,Male,Deceased,DC
Agogg (New Earth),Public Identity,Bad,Male,Deceased,DC
Amaya (New Earth),Identity Unknown,Bad,Female,Deceased,DC
Angst (New Earth),Public Identity,Bad,Male,Living,DC
Big Breeda (New Earth),Identity Unknown,Good,Female,Living,DC
Boris Dhumov (New Earth),Identity Unknown,Bad,Male,Living,DC
Caesar Lopez (New Earth),Identity Unknown,Bad,Male,Living,DC
Ceres (New Earth),Identity Unknown,Good,Female,Living,DC
Cursor (New Earth),Secret Identity,Bad,Female,Living,DC
Database (New Earth),Identity Unknown,Bad,Male,Living,DC
Desdemona (New Earth),Public Identity,Good,Female,Living,DC
Electrocutioner II (New Earth),Secret Identity,Bad,Male,Living,DC
Julie Crystal (New Earth),Identity Unknown,Bad,Female,Living,DC
Julius Barrow (New Earth),Public Identity,Bad,Male,Living,DC
Lyana (New Earth),Identity Unknown,Bad,Female,Living,DC
Mainframe (New Earth),Secret Identity,Bad,Male,Living,DC
Marita (New Earth),Identity Unknown,Bad,Female,Living,DC
Meda (New Earth),Identity Unknown,Good,Female,Living,DC
Paradox (New Earth),Identity Unknown,Bad,Male,Living,DC
Priscilla Stryker (New Earth),Identity Unknown,Bad,Female,Living,DC
Professor Powder (New Earth),Public Identity,Bad,Male,Living,DC
Queen of Hearts I (New Earth),Identity Unknown,Bad,Female,Living,DC
Ricochet I (New Earth),Identity Unknown,Bad,Male,Living,DC
Saul Calvino (New Earth),Identity Unknown,Bad,Male,Living,DC
Shadowy Mister Evans (New Earth),Secret Identity,Bad,Male,Living,DC
Shalir (New Earth),Identity Unknown,Bad,Female,Living,DC
Temptress (New Earth),Identity Unknown,Bad,Female,Living,DC
Turbeau (New Earth),Public Identity,Bad,Male,Living,DC
Virtual (New Earth),Identity Unknown,Bad,Female,Living,DC
Arsala (New Earth),Secret Identity,Good,Female,Living,DC
Dannel (New Earth),Public Identity,Good,Male,Deceased,DC
Dyctinna (New Earth),Identity Unknown,Good,Female,Living,DC
Fatima (New Earth),Public Identity,Good,Female,Living,DC
Front Page (New Earth),Identity Unknown,Bad,Male,Living,DC
Infernus (New Earth),Identity Unknown,Bad,Male,Living,DC
Ismure (New Earth),Identity Unknown,Good,Female,Living,DC
Jake Olsen (New Earth),Public Identity,Good,Male,Living,DC
Kylstar (New Earth),Identity Unknown,Bad,Male,Living,DC
Lazer (New Earth),Public Identity,Good,Male,Living,DC
Mara II (New Earth),Public Identity,Good,Male,Deceased,DC
Morisca (New Earth),Public Identity,Good,Female,Deceased,DC
Noor Harjavti (New Earth),Public Identity,Bad,Female,Living,DC
Poet II (New Earth),Identity Unknown,Bad,Male,Living,DC
Rajar (New Earth),Public Identity,Good,Male,Deceased,DC
Rutherford B. Hayes (New Earth),Identity Unknown,Good,Male,Living,DC
Slasher II (New Earth),Identity Unknown,Bad,Male,Living,DC
Stearn (New Earth),Public Identity,Good,Male,Living,DC
Thorne (New Earth),Public Identity,Good,Male,Living,DC
Thorvall (New Earth),Identity Unknown,Good,Male,Living,DC
Ace High (New Earth),Identity Unknown,Good,Male,Living,DC
Aliaza (New Earth),Identity Unknown,Good,Female,Living,DC
Ana\u00efs Arcane (New Earth),Public Identity,Good,Female,Deceased,DC
Beast (New Earth),Identity Unknown,Good,Male,Deceased,DC
Beau Tyler (New Earth),Public Identity,Good,Male,Living,DC
Blowhard (New Earth),Identity Unknown,Good,Male,Living,DC
Card Queen (New Earth),Secret Identity,Good,Female,Living,DC
Carya (New Earth),Identity Unknown,Good,Female,Living,DC
Chlorino (New Earth),Secret Identity,Good,Male,Living,DC
Cyborg-87 (New Earth),Public Identity,Bad,Unknown,Living,DC
Cyndy Kurahara (New Earth),Public Identity,Good,Female,Living,DC
Diana Tyler (New Earth),Public Identity,Good,Female,Living,DC
Dinky (New Earth),Identity Unknown,Good,Male,Living,DC
Gisa (New Earth),Identity Unknown,Good,Female,Living,DC
Grover Baines (New Earth),Public Identity,Good,Male,Living,DC
Gyp (New Earth),Identity Unknown,Good,Male,Living,DC
Herald II (New Earth),Secret Identity,Good,Male,Living,DC
Hippodamia (New Earth),Identity Unknown,Good,Female,Living,DC
Hugh Fletcher (New Earth),Identity Unknown,Bad,Male,Deceased,DC
Imara (New Earth),Identity Unknown,Good,Female,Deceased,DC
Inada Akatsu (New Earth),Public Identity,Good,Male,Living,DC
Iota (New Earth),Public Identity,Bad,Unknown,Living,DC
Kaargl (New Earth),Public Identity,Bad,Male,Deceased,DC
Kradlock (New Earth),Public Identity,Good,Male,Living,DC
Lawless (New Earth),Identity Unknown,Good,Male,Living,DC
Mazita (New Earth),Identity Unknown,Good,Female,Living,DC
Ms. Terrific (New Earth),Secret Identity,Good,Female,Living,DC
Nickels (New Earth),Identity Unknown,Good,Male,Living,DC
Ray Carson (New Earth),Identity Unknown,Good,Male,Living,DC
Red Mask (New Earth),Identity Unknown,Bad,Male,Deceased,DC
Rodan Katatami (New Earth),Public Identity,Good,Male,Living,DC
Shiv I (New Earth),Identity Unknown,Good,Male,Living,DC
Squatterbloat (New Earth),Identity Unknown,Bad,Male,Living,DC
Sunburst IV (New Earth),Secret Identity,Good,Male,Living,DC
Syra (New Earth),Public Identity,Good,Female,Deceased,DC
Tyr-N (New Earth),Public Identity,Good,Male,Deceased,DC
Veil (New Earth),Secret Identity,Bad,Male,Living,DC
Will Jones (New Earth),Identity Unknown,Bad,Male,Deceased,DC
Wolfgang Teppel (New Earth),Public Identity,Bad,Male,Deceased,DC
Zaharra (New Earth),Identity Unknown,Good,Female,Deceased,DC
Abe Crane (New Earth),Secret Identity,Good,Male,Living,DC
Blathoxi (New Earth),Identity Unknown,Bad,Unknown,Living,DC
Blockhouse I (New Earth),Identity Unknown,Bad,Unknown,Living,DC
Egeria (New Earth),Identity Unknown,Good,Female,Deceased,DC
Fist of Allah (New Earth),Secret Identity,Bad,Male,Living,DC
Hemo-Goblin (New Earth),Public Identity,Bad,Male,Deceased,DC
Holocaust (New Earth),Identity Unknown,Bad,Male,Living,DC
Hurricane (New Earth),Secret Identity,Bad,Male,Living,DC
Hydra (New Earth),Secret Identity,Bad,Female,Living,DC
Jackal I (New Earth),Secret Identity,Bad,Male,Living,DC
Jake Tyler (New Earth),Secret Identity,Good,Male,Living,DC
Jan-L (New Earth),Public Identity,Good,Male,Living,DC
Jewelius Blak (New Earth),Public Identity,Good,Female,Living,DC
Killerwatt (New Earth),Secret Identity,Bad,Male,Deceased,DC
Margaret Thatcher (New Earth),Public Identity,Bad,Female,Living,DC
Misanthrope (New Earth),Secret Identity,Bad,Male,Living,DC
Muse (New Earth),Secret Identity,Bad,Male,Living,DC
Nara (New Earth),Public Identity,Good,Female,Living,DC
Pyro (New Earth),Secret Identity,Bad,Male,Living,DC
Razorback (New Earth),Secret Identity,Bad,Male,Deceased,DC
Slash (New Earth),Secret Identity,Bad,Female,Living,DC
Snowflame (New Earth),Secret Identity,Bad,Male,Deceased,DC
Sonar II (New Earth),Identity Unknown,Bad,Male,Living,DC
Susan Lawton (New Earth),Public Identity,Good,Female,Living,DC
Susan Palmer (New Earth),Identity Unknown,Good,Female,Living,DC
Warhead (New Earth),Secret Identity,Bad,Male,Deceased,DC
Zan-R (New Earth),Public Identity,Good,Male,Living,DC
Barbara Kowaleski (New Earth),Identity Unknown,Bad,Female,Living,DC
Branwilla (New Earth),Public Identity,Good,Male,Deceased,DC
Camilla Ortin (New Earth),Identity Unknown,Bad,Female,Living,DC
Constantine Stratos (New Earth),Identity Unknown,Bad,Male,Living,DC
Doctor Aikens (New Earth),Public Identity,Good,Male,Living,DC
Ellie Mae Skaggs (New Earth),Secret Identity,Bad,Female,Deceased,DC
Gan-M (New Earth),Public Identity,Good,Male,Living,DC
Han-T (New Earth),Public Identity,Good,Male,Living,DC
Harold Halston (New Earth),Identity Unknown,Good,Male,Deceased,DC
Henry Strauss (New Earth),Public Identity,Bad,Male,Deceased,DC
John Charles Collins (New Earth),Public Identity,Bad,Male,Deceased,DC
Lucas McGill (New Earth),Identity Unknown,Bad,Male,Deceased,DC
Nyra (New Earth),Public Identity,Bad,Female,Living,DC
Quinlan (New Earth),Identity Unknown,Bad,Male,Deceased,DC
Rose Beryl (New Earth),Identity Unknown,Bad,Female,Living,DC
Skid Row Slasher (New Earth),Secret Identity,Bad,Male,Living,DC
Sunspot (New Earth),Secret Identity,Bad,Male,Living,DC
Ten-R (New Earth),Public Identity,Good,Male,Living,DC
Theodore Roosevelt (New Earth),Public Identity,Good,Male,Living,DC
Timothy Walton (New Earth),Identity Unknown,Bad,Male,Living,DC
William Roberts (New Earth),Public Identity,Bad,Male,Living,DC
Bogosar (New Earth),Identity Unknown,Good,Male,Deceased,DC
Green Gargoyle (New Earth),Identity Unknown,Bad,Male,Living,DC
Lucifer (New Earth),Secret Identity,Bad,Male,Deceased,DC
Sandro Batorn (New Earth),Identity Unknown,Good,Male,Deceased,DC
Steven Brockman (New Earth),Public Identity,Bad,Male,Living,DC
Xavier Purvis (New Earth),Secret Identity,Bad,Male,Living,DC
Carl Hammer (New Earth),Public Identity,Bad,Male,Living,DC
Dkrtzy Rrr (New Earth),Identity Unknown,Good,Unknown,Living,DC
Ghetto-Blaster (New Earth),Identity Unknown,Bad,Male,Living,DC
Lady Aquamarine (New Earth),Public Identity,Bad,Female,Living,DC
Mr. Hammer (New Earth),Public Identity,Bad,Male,Deceased,DC
Phineas Quayle (New Earth),Identity Unknown,Bad,Male,Living,DC
Prince Aquamarine (New Earth),Public Identity,Bad,Male,Living,DC
Red-Eye (New Earth),Secret Identity,Bad,Male,Living,DC
Todd Walton (New Earth),Public Identity,Bad,Male,Living,DC
Brighteyes (New Earth),Identity Unknown,Good,Male,Living,DC
Calvin Coolidge (New Earth),Identity Unknown,Good,Male,Living,DC
Frederick Delmar (New Earth),Secret Identity,Bad,Male,Living,DC
Gray Ghost I (New Earth),Secret Identity,Bad,Male,Living,DC
"Henry Heywood, Jr. (New Earth)",Public Identity,Good,Male,Deceased,DC
Impasse (New Earth),Identity Unknown,Good,Male,Living,DC
Juju (New Earth),Identity Unknown,Good,Female,Living,DC
Katydid (New Earth),Identity Unknown,Good,Female,Living,DC
Skittre (New Earth),Identity Unknown,Good,Male,Living,DC
Skokiaan (New Earth),Identity Unknown,Good,Female,Living,DC
Soma (New Earth),Identity Unknown,Good,Male,Living,DC
Sparx (New Earth),Identity Unknown,Bad,Male,Living,DC
Allen Barr (New Earth),Identity Unknown,Bad,Male,Living,DC
Aurora (Earth-One),Identity Unknown,Bad,Female,Living,DC
Bazooka (New Earth),Identity Unknown,Bad,Male,Living,DC
Brand (New Earth),Secret Identity,Bad,Male,Deceased,DC
Burkett (New Earth),Identity Unknown,Good,Male,Deceased,DC
Coil (New Earth),Identity Unknown,Bad,Male,Living,DC
Decibel (New Earth),Identity Unknown,Bad,Male,Living,DC
Edgar Warnock (New Earth),Identity Unknown,Bad,Male,Deceased,DC
Electron (New Earth),Identity Unknown,Bad,Male,Living,DC
Fire Devil (New Earth),Identity Unknown,Bad,Unknown,Living,DC
Firecracker I (New Earth),Identity Unknown,Bad,Male,Living,DC
Galte-Re (New Earth),Public Identity,Good,Male,Living,DC
Gary Johnson (New Earth),Secret Identity,Bad,Male,Living,DC
Hitpin (New Earth),Identity Unknown,Bad,Female,Living,DC
Jonathan Gunnarson (New Earth),Public Identity,Bad,Male,Deceased,DC
Liana (New Earth),Identity Unknown,Good,Female,Living,DC
Overseer (New Earth),Identity Unknown,Bad,Female,Living,DC
Power Pirate (New Earth),Identity Unknown,Bad,Male,Living,DC
Prof (New Earth),Identity Unknown,Bad,Male,Living,DC
Ranakar (New Earth),Public Identity,Good,Male,Living,DC
Sammy Jaye (New Earth),Identity Unknown,Bad,Male,Deceased,DC
Scorcher I (New Earth),Secret Identity,Bad,Male,Living,DC
Slasher (New Earth),Secret Identity,Bad,Female,Deceased,DC
Spear (New Earth),Secret Identity,Bad,Male,Living,DC
Swarm (New Earth),Identity Unknown,Bad,Female,Living,DC
Tanker (New Earth),Secret Identity,Bad,Male,Living,DC
Windrider (New Earth),Secret Identity,Bad,Male,Living,DC
Yuri Rashnikov (New Earth),Identity Unknown,Bad,Male,Living,DC
Abyss (New Earth),Identity Unknown,Bad,Male,Living,DC
C.A.P.D. (New Earth),Secret Identity,Good,Unknown,Living,DC
Daniel Young (New Earth),Identity Unknown,Good,Male,Living,DC
Distortionex (New Earth),Identity Unknown,Bad,Male,Living,DC
El Dorado (New Earth),Secret Identity,Bad,Male,Living,DC
Evil (Earth-Two),Identity Unknown,Bad,Unknown,Living,DC
Krakko (New Earth),Identity Unknown,Bad,Male,Deceased,DC
Kristopher Kross (Earth-One),Identity Unknown,Bad,Male,Living,DC
Marionette (New Earth),Secret Identity,Bad,Male,Deceased,DC
Senses-Taker (New Earth),Identity Unknown,Bad,Male,Living,DC
Tsunami (New Earth),Secret Identity,Bad,Female,Living,DC
Angela Wainwright (New Earth),Public Identity,Bad,Female,Living,DC
Arsenal (clone) (Earth-One),Identity Unknown,Bad,Male,Living,DC
Asmodeus (New Earth),Identity Unknown,Bad,Male,Living,DC
Blade Master (New Earth),Identity Unknown,Bad,Male,Living,DC
Bounty Hunter (New Earth),Secret Identity,Bad,Male,Deceased,DC
Bruno Hogan (New Earth),Identity Unknown,Bad,Male,Living,DC
"Cancero, the Electrical Crab Man (New Earth)",Identity Unknown,Bad,Male,Living,DC
Chondak (New Earth),Identity Unknown,Bad,Male,Living,DC
Crimson Star (New Earth),Identity Unknown,Bad,Male,Living,DC
Emil Veldt (New Earth),Identity Unknown,Bad,Male,Deceased,DC
Familiar (New Earth),Identity Unknown,Bad,Female,Living,DC
Gary Ames (New Earth),Identity Unknown,Bad,Male,Living,DC
Grockk (New Earth),Identity Unknown,Bad,Male,Living,DC
Hans Metis (New Earth),Secret Identity,Bad,Male,Living,DC
Harold Kramer (Earth-One),Public Identity,Bad,Male,Living,DC
Ice King (New Earth),Secret Identity,Bad,Male,Living,DC
Jinx II (New Earth),Identity Unknown,Bad,Male,Living,DC
K-9 (New Earth),Secret Identity,Bad,Male,Living,DC
Maniak (New Earth),Identity Unknown,Bad,Male,Living,DC
Martha Winters (Earth-One),Identity Unknown,Bad,Female,Living,DC
"Martin Mantle, Jr. (New Earth)",Identity Unknown,Bad,Male,Living,DC
Phantasm (New Earth),Identity Unknown,Bad,Unknown,Living,DC
Radiator (New Earth),Identity Unknown,Bad,Male,Living,DC
Silversmith (New Earth),Identity Unknown,Bad,Male,Living,DC
Sky Raider (New Earth),Secret Identity,Bad,Male,Living,DC
Thomas Quigley (Earth-One),Secret Identity,Bad,Male,Living,DC
Thunder Axe (New Earth),Identity Unknown,Bad,Male,Living,DC
Wildebeest I (New Earth),Secret Identity,Bad,Male,Living,DC
William Kessler (New Earth),Identity Unknown,Bad,Male,Deceased,DC
Conrad Cabel (New Earth),Identity Unknown,Bad,Male,Deceased,DC
Jack of Spades II (Earth-One),Identity Unknown,Bad,Male,Living,DC
Jaime Sanchez (New Earth),Identity Unknown,Bad,Male,Living,DC
Stavros Markos (New Earth),Identity Unknown,Bad,Male,Living,DC
Alvin Pierce (New Earth),Public Identity,Good,Male,Deceased,DC
Bane of Apokolips (New Earth),Identity Unknown,Bad,Male,Living,DC
Berelda (New Earth),Identity Unknown,Bad,Female,Living,DC
Charlotte West (New Earth),Public Identity,Good,Female,Living,DC
Henry Crawford (New Earth),Identity Unknown,Good,Male,Living,DC
Junior Jumbo (New Earth),Identity Unknown,Bad,Male,Deceased,DC
Lewis Farnham (New Earth),Identity Unknown,Bad,Male,Deceased,DC
Marvelous Marno (New Earth),Identity Unknown,Bad,Male,Living,DC
Michael Wheeler (New Earth),Public Identity,Good,Male,Deceased,DC
Sophia Santos (New Earth),Public Identity,Bad,Female,Living,DC
Darklight (New Earth),Secret Identity,Bad,Female,Living,DC
Doc Scary (New Earth),Secret Identity,Good,Male,Living,DC
Toxxin (New Earth),Identity Unknown,Bad,Male,Living,DC
Xenofobe (New Earth),Identity Unknown,Good,Male,Living,DC
Achille Destinee (New Earth),Identity Unknown,Bad,Male,Deceased,DC
James Madison (New Earth),Identity Unknown,Good,Male,Living,DC
Woodrow Wilson (New Earth),Identity Unknown,Good,Male,Living,DC
Blackjack Jorgis (New Earth),Identity Unknown,Bad,Male,Deceased,DC
Weisbogg (New Earth),Identity Unknown,Bad,Male,Living,DC
Big Jim (New Earth),Identity Unknown,Bad,Male,Deceased,DC
Hoogin (New Earth),Public Identity,Bad,Male,Living,DC
Stanga (New Earth),Public Identity,Good,Male,Living,DC
Seagrin (New Earth),Identity Unknown,Good,Male,Deceased,DC
Heimdall (New Earth),Secret Identity,Good,Male,Living,DC
Lyndon Johnson (New Earth),Public Identity,Good,Male,Living,DC
Peter Dudley (New Earth),Identity Unknown,Bad,Male,Living,DC
Sif (New Earth),Identity Unknown,Good,Female,Living,DC
Toymaster (Earth-One),Secret Identity,Bad,Male,Living,DC
Tyr (New Earth),Identity Unknown,Good,Male,Living,DC
Doctor Drago (New Earth),Identity Unknown,Bad,Male,Living,DC
Eye of Horus (New Earth),Public Identity,Bad,Unknown,Living,DC
Huntress (O.G.R.E.) (New Earth),Identity Unknown,Bad,Female,Living,DC
Supreme One (New Earth),Secret Identity,Bad,Male,Living,DC
Typhoon (O.G.R.E.) (New Earth),Secret Identity,Bad,Male,Living,DC
Zedabon Zarr (New Earth),Secret Identity,Bad,Male,Living,DC
Dagon (New Earth),Identity Unknown,Bad,Male,Living,DC
Dean Farr (New Earth),Secret Identity,Good,Male,Living,DC
Mentor the Magnificent (Earth-Four),Identity Unknown,Bad,Male,Living,DC
Otto Fisher (New Earth),Secret Identity,Bad,Male,Living,DC
Agantha (New Earth),Secret Identity,Bad,Female,Living,DC
Doctor Deering (New Earth),Identity Unknown,Bad,Male,Living,DC
Aluminum (New Earth),Secret Identity,Bad,Male,Living,DC
